"2018-08-22","G-83022434","ES0133555039","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EUROPA","EQ_EURO","S","0.0135","0.0015","30318183.74","1251,00","0.22","-2.63","2.98","29.66","7.22","3.49"
"2018-08-22","G-83022400","ES0133525032","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EEUU","EQ_USA","S","0.0135","0.0015","54075923.52","2319,00","9.66","4.33","10.38","79.72","34.05","17.61"
"2018-08-22","G-82709429","ES0133663031","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.JAPON","EQ_JAPAN","S","0.0135","0.0015","10367837.56","668,00","-2.5","-4.63","-0.62","49.61","17.96","4.9"
"2018-08-22","G-82766767","ES0133554032","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EMERGEN.","EQ_EMER","S","0.0135"," ","8261027.04","1080,00","-10.43","-7.8","-14.48","-8.52","17.38","-6.58"
"2018-08-22","G-84542588","ES0133561037","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EMERGEN.","EQ_EMER","No","0.019","0.011","14288933.45","1531,00","-8.24","-7.24","-9,00","36.38","25.5","-2.68"
"2018-08-22","G-83833335","ES0133539033","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EMERGEN.","EQ_EMER","No","0.0135","0.0015","20759133.17","1219,00","-3.05","-5.53","-1.99","45.91","28.26","2.4"
"2018-08-22","G-82766775","ES0133576035","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EMERGEN.","EQ_EMER","S","0.0135"," ","8228215.63","775,00","-9.63","-7.13","-14.79","-7.13","14.04","-11.49"
"2018-08-23","V-84414564","ES0168845032","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE INTERNACIONAL","EQ_OTHER","No","0.014","0.001","7067217.82","101,00","3.7","0.62","3.26","35.07","16.08","5.27"
"2018-08-23","V-84714310","ES0168831032","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE INTERNACIONAL","EQ_OTHER","No","0.015","0.001","13277286.99","250,00","0.29","-0.88","1.54","27.14","32,00","7.09"
"2018-08-22","G-83004986","ES0133664039","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERNACIONAL","EQ_OTHER","S","0.0225"," ","161854097.95","6013,00","3.34","0.2","4.93","54.39","21.64","9.13"
"2018-08-22"," ","ES0168703025","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE INTERNACIONAL","EQ_OTHER","No"," "," ","1154956.93","54,00","-0.6","-1.77","0.86","n.d.","n.d.","3.02"
"2018-08-23","G-82704966","ES0147032033","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE INTERNACIONAL","EQ_OTHER","S","0.018","0.0003","3911708.1","205,00","5.58","7.81","6.6","34.2","5.01","6.42"
